Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
India,02-03-2021 08:31,Mobile,Purchase,/home,organic search,111,63,37,854,1587,64,1202,2.14,amazon.com,02-03-2021,08:31:00,Tuesday
India,01-08-2022 08:51,Mobile,Sign Up,/home,direct,106,38,17,460,760,374,1217,1.36,Amazon Music,01-08-2022,08:51:00,Monday
UK,01-09-2020 08:23,Mobile,Purchase,/home,referral,128,60,11,436,358,386,438,2.89,amazon.com,01-09-2020,08:23:00,Tuesday
UK,02-05-2021 14:58,Desktop,Subscribe,/home,referral,98,44,45,819,1567,291,579,2.55,Amazon Prime,02-05-2021,14:58:00,Sunday
UK,03-10-2023 03:06,Mobile,Subscribe,/home,referral,63,64,45,578,1842,34,647,4.55,Amazon Web Services (AWS),03-10-2023,03:06:00,Tuesday
USA,01-11-2022 13:13,Mobile,Download,/home,paid search,78,28,28,885,1086,340,1367,2.5,Amazon Music,01-11-2022,13:13:00,Tuesday
USA,11-09-2023 19:12,Mobile,Purchase,/home,referral,107,31,17,955,178,365,109,1.56,amazon.com,11-09-2023,19:12:00,Monday
Australia,02-01-2021 10:12,Desktop,Download,/products,direct,141,43,18,463,382,484,482,2.14,Amazon Music,02-01-2021,10:12:00,Saturday
Australia,03-10-2023 05:05,Mobile,Download,/products,paid search,157,69,11,29,230,230,87,1.79,Prime Video,03-10-2023,05:05:00,Tuesday
Australia,11-03-2022 17:40,Mobile,Purchase,/products,direct,127,27,12,600,1104,63,1062,4.39,amazon.com,11-03-2022,17:40:00,Friday
Australia,05-11-2020 01:18,Desktop,Purchase,/products,direct,59,42,31,772,403,277,1001,5.78,amazon.com,05-11-2020,01:18:00,Thursday
Australia,05-07-2020 11:00,Mobile,Purchase,/products,direct,98,54,7,955,313,60,1054,2.08,amazon.com,05-07-2020,11:00:00,Sunday
Australia,11-03-2023 04:45,Desktop,Subscribe,/products,direct,148,33,32,327,1806,269,1463,5.64,Amazon Prime,11-03-2023,04:45:00,Saturday
Canada,01-03-2023 20:31,Mobile,Contact Form,/products,direct,59,63,16,488,721,347,1217,4.03,Amazon Help,01-03-2023,20:31:00,Wednesday
Canada,10-11-2020 21:58,Tablet,Sign Up,/products,direct,52,29,30,896,131,300,1058,5.31,Amazon Prime,10-11-2020,21:58:00,Tuesday
Canada,04-09-2022 21:48,Tablet,Sign Up,/products,direct,39,40,46,511,1397,79,1051,3.5,Amazon Music,04-09-2022,21:48:00,Sunday
Canada,09-08-2021 13:32,Desktop,Subscribe,/products,direct,74,37,14,302,976,39,140,1.69,Audible,09-08-2021,13:32:00,Monday
India,10-06-2023 03:43,Desktop,Contact Form,/products,paid search,157,34,19,552,1940,160,220,4.75,Amazon Help,10-06-2023,03:43:00,Saturday
India,06-12-2020 12:28,Mobile,Contact Form,/products,organic search,123,60,26,776,1342,485,643,3.9,Amazon Help,06-12-2020,12:28:00,Sunday
India,04-08-2020 23:43,Mobile,Download,/products,paid search,34,63,36,208,1802,273,914,2.13,Prime Video,04-08-2020,23:43:00,Tuesday
India,01-05-2021 19:45,Desktop,Purchase,/products,referral,172,62,18,657,864,337,1437,1.76,amazon.com,01-05-2021,19:45:00,Saturday
UK,11-05-2022 04:30,Mobile,Contact Form,/products,organic search,133,28,31,962,903,485,1448,1.89,Amazon Support,11-05-2022,04:30:00,Wednesday
UK,07-06-2020 01:27,Desktop,Contact Form,/products,direct,149,47,12,398,657,401,1231,4.65,Amazon Support,07-06-2020,01:27:00,Sunday
UK,08-10-2023 11:44,Desktop,Contact Form,/products,direct,32,48,43,729,997,154,1312,3.05,AWS Support,08-10-2023,11:44:00,Sunday
UK,10-04-2020 08:50,Mobile,Download,/products,direct,112,42,30,466,742,254,1183,2.14,Prime Video,10-04-2020,08:50:00,Friday
UK,01-12-2022 11:05,Mobile,Purchase,/products,direct,109,30,45,391,785,6,1311,5.4,amazon.com,01-12-2022,11:05:00,Thursday
UK,04-02-2022 20:36,Mobile,Purchase,/products,social media,108,42,21,181,1589,217,1302,1.68,amazon.com,04-02-2022,20:36:00,Friday
USA,03-05-2022 23:18,Mobile,Contact Form,/products,paid search,136,51,16,327,640,239,595,1.22,Amazon Help,03-05-2022,23:18:00,Tuesday
USA,01-09-2022 06:14,Mobile,Download,/products,paid search,34,60,2,681,1340,124,844,3.48,Prime Video,01-09-2022,06:14:00,Thursday
Australia,10-07-2021 21:58,Mobile,Contact Form,/about,referral,156,42,1,124,433,291,531,5.24,AWS Support,10-07-2021,21:58:00,Saturday
Australia,08-12-2020 22:05,Mobile,Download,/about,paid search,175,34,34,382,102,339,1413,4.08,Prime Video,08-12-2020,22:05:00,Tuesday
Australia,06-02-2023 02:23,Desktop,Download,/about,paid search,91,43,25,780,1354,166,1256,1.55,Amazon Music,06-02-2023,02:23:00,Monday
Canada,11-05-2021 16:39,Mobile,Download,/about,organic search,60,44,8,513,1995,356,971,3.55,Prime Video,11-05-2021,16:39:00,Tuesday
Canada,12-08-2020 16:08,Mobile,Sign Up,/about,paid search,116,25,5,995,1582,5,293,4.6,Amazon Prime,12-08-2020,16:08:00,Wednesday
Canada,04-05-2021 00:14,Mobile,Subscribe,/about,direct,136,55,45,265,938,6,633,3.47,Amazon Prime,04-05-2021,00:14:00,Tuesday
India,08-08-2022 02:38,Desktop,Contact Form,/about,social media,87,35,47,57,584,419,888,1.53,Amazon Help,08-08-2022,02:38:00,Monday
India,12-09-2023 03:37,Desktop,Download,/about,organic search,30,33,39,210,816,93,1314,2.36,Prime Video,12-09-2023,03:37:00,Tuesday
India,11-09-2021 10:25,Mobile,Download,/about,organic search,137,35,48,474,1869,359,292,4.47,Amazon Music,11-09-2021,10:25:00,Saturday
India,03-10-2020 09:59,Mobile,Sign Up,/about,paid search,154,29,46,72,525,67,1096,5.5,Amazon Music,03-10-2020,09:59:00,Saturday
India,06-02-2022 23:07,Mobile,Sign Up,/about,direct,42,33,40,598,1057,146,1400,4.51,Amazon.com,06-02-2022,23:07:00,Sunday
India,01-05-2023 11:01,Mobile,Sign Up,/about,referral,155,56,33,406,1317,176,1344,1.61,Amazon Music,01-05-2023,11:01:00,Monday
India,04-08-2022 01:01,Desktop,Subscribe,/about,social media,38,61,33,447,421,141,1254,5.84,Amazon Prime,04-08-2022,01:01:00,Thursday
UK,04-06-2022 13:19,Desktop,Contact Form,/about,paid search,166,46,42,216,1533,401,263,1.21,Amazon Support,04-06-2022,13:19:00,Saturday
UK,05-06-2021 13:57,Mobile,Download,/about,direct,75,30,15,928,1282,328,322,3.87,Prime Video,05-06-2021,13:57:00,Saturday
UK,12-07-2022 07:34,Mobile,Download,/about,direct,44,32,22,663,386,42,216,3.49,Amazon Music,12-07-2022,07:34:00,Tuesday
UK,12-04-2021 18:03,Mobile,Purchase,/about,social media,159,40,28,749,823,295,628,5.2,amazon.com,12-04-2021,18:03:00,Monday
UK,07-02-2023 04:19,Mobile,Purchase,/about,referral,55,67,38,727,703,66,548,3.49,amazon.com,07-02-2023,04:19:00,Tuesday
UK,03-12-2022 20:59,Tablet,Sign Up,/about,organic search,168,22,39,558,1692,371,1055,1.25,Amazon Prime,03-12-2022,20:59:00,Saturday
UK,10-01-2020 20:55,Desktop,Sign Up,/about,paid search,54,35,20,395,215,375,982,2.83,Amazon Music,10-01-2020,20:55:00,Friday
USA,02-05-2021 14:55,Mobile,Subscribe,/about,paid search,60,37,47,314,1015,133,1429,4.72,Amazon Prime,02-05-2021,14:55:00,Sunday
USA,03-07-2021 11:29,Mobile,Subscribe,/about,paid search,65,54,43,357,863,228,233,2.68,Audible,03-07-2021,11:29:00,Saturday
Australia,04-09-2021 12:24,Desktop,Purchase,/blog,referral,84,54,5,779,1354,428,1076,3.23,amazon.com,04-09-2021,12:24:00,Saturday
Canada,12-10-2022 18:38,Tablet,Subscribe,/blog,social media,165,31,19,48,498,405,613,2.61,Amazon Web Services (AWS),12-10-2022,18:38:00,Wednesday
India,03-03-2021 22:42,Mobile,Contact Form,/blog,social media,109,26,19,186,1089,217,612,5.34,Amazon Help,03-03-2021,22:42:00,Wednesday
India,08-05-2021 02:07,Mobile,Contact Form,/blog,direct,154,44,4,325,918,477,1462,5.4,AWS Support,08-05-2021,02:07:00,Saturday
India,04-04-2023 23:51,Mobile,Download,/blog,referral,60,53,36,651,1312,241,1265,5.04,Prime Video,04-04-2023,23:51:00,Tuesday
UK,09-01-2020 21:41,Desktop,Purchase,/blog,referral,115,25,43,884,713,142,66,5.88,amazon.com,09-01-2020,21:41:00,Thursday
UK,09-08-2023 02:29,Tablet,Purchase,/blog,social media,55,46,17,226,970,252,1025,1.73,amazon.com,09-08-2023,02:29:00,Wednesday
UK,07-05-2021 10:57,Mobile,Purchase,/blog,social media,44,69,32,659,1544,288,358,5.8,amazon.com,07-05-2021,10:57:00,Friday
UK,09-05-2022 13:48,Mobile,Subscribe,/blog,referral,53,57,36,271,1928,232,778,5.47,Amazon Web Services (AWS),09-05-2022,13:48:00,Monday
UK,03-09-2021 00:19,Mobile,Subscribe,/blog,organic search,39,63,31,715,1007,41,1298,5.93,Audible,03-09-2021,00:19:00,Friday
USA,04-12-2020 22:45,Mobile,Download,/blog,social media,68,49,46,896,1047,468,912,3.47,Prime Video,04-12-2020,22:45:00,Friday
USA,08-03-2023 15:28,Desktop,Download,/blog,direct,129,52,0,536,568,28,243,1.41,Prime Video,08-03-2023,15:28:00,Wednesday
USA,05-09-2023 03:19,Mobile,Download,/blog,organic search,172,54,19,93,1834,281,531,5.81,Amazon Music,05-09-2023,03:19:00,Tuesday
USA,11-01-2023 03:47,Desktop,Subscribe,/blog,paid search,146,40,41,185,1836,43,1225,4.83,Amazon Web Services (AWS),11-01-2023,03:47:00,Wednesday
Australia,06-11-2020 20:44,Tablet,Contact Form,/contact,referral,117,41,45,649,1486,298,121,3.41,Amazon Support,06-11-2020,20:44:00,Friday
Australia,01-06-2020 03:53,Mobile,Contact Form,/contact,referral,43,57,13,518,268,346,1105,5.26,AWS Support,01-06-2020,03:53:00,Monday
Australia,03-09-2023 11:34,Mobile,Download,/contact,referral,143,36,33,50,562,463,795,5.26,Amazon Music,03-09-2023,11:34:00,Sunday
Australia,05-05-2022 19:25,Mobile,Download,/contact,direct,58,57,35,364,353,431,774,3.9,Amazon Music,05-05-2022,19:25:00,Thursday
Australia,01-05-2023 17:55,Desktop,Purchase,/contact,paid search,156,40,11,592,594,340,588,1.08,amazon.com,01-05-2023,17:55:00,Monday
Australia,08-04-2023 09:03,Mobile,Purchase,/contact,paid search,148,43,48,846,1563,378,671,5.94,amazon.com,08-04-2023,09:03:00,Saturday
Australia,08-07-2020 17:43,Mobile,Subscribe,/contact,organic search,114,64,12,962,986,87,1430,1.6,Amazon Prime,08-07-2020,17:43:00,Wednesday
Canada,07-09-2021 08:48,Mobile,Download,/contact,referral,129,30,41,638,1625,359,1255,5.13,Amazon Music,07-09-2021,08:48:00,Tuesday
Canada,09-02-2023 18:22,Mobile,Download,/contact,organic search,153,33,5,504,1001,171,513,4.02,Amazon Music,09-02-2023,18:22:00,Thursday
Canada,08-03-2023 04:04,Mobile,Purchase,/contact,social media,87,38,26,162,1502,327,1325,3.65,amazon.com,08-03-2023,04:04:00,Wednesday
Canada,12-08-2023 02:04,Mobile,Purchase,/contact,referral,178,42,9,901,489,31,1208,1.61,amazon.com,12-08-2023,02:04:00,Saturday
India,11-01-2022 06:34,Tablet,Purchase,/contact,organic search,103,49,2,213,631,422,895,4.34,amazon.com,11-01-2022,06:34:00,Tuesday
India,03-08-2022 14:03,Desktop,Subscribe,/contact,paid search,46,56,19,845,632,144,622,5.4,Amazon Web Services (AWS),03-08-2022,14:03:00,Wednesday
UK,06-02-2021 20:16,Desktop,Contact Form,/contact,social media,98,51,1,379,1854,61,407,4.41,Amazon Help,06-02-2021,20:16:00,Saturday
UK,04-02-2021 02:58,Mobile,Download,/contact,organic search,172,40,29,446,835,447,687,1.04,Prime Video,04-02-2021,02:58:00,Thursday
UK,07-07-2023 12:57,Desktop,Purchase,/contact,referral,156,35,11,991,1664,195,640,2.62,amazon.com,07-07-2023,12:57:00,Friday
UK,09-07-2022 17:45,Desktop,Sign Up,/contact,referral,31,47,13,797,1314,443,63,4.1,Amazon Music,09-07-2022,17:45:00,Saturday
USA,02-02-2022 10:49,Mobile,Contact Form,/contact,direct,48,46,48,383,1060,224,761,4.46,Amazon Help,02-02-2022,10:49:00,Wednesday
USA,03-10-2021 10:57,Desktop,Download,/contact,direct,32,38,41,635,775,25,1351,4.06,Prime Video,03-10-2021,10:57:00,Sunday
USA,10-04-2021 22:43,Tablet,Download,/contact,referral,53,38,41,860,1977,389,702,2.51,Amazon Music,10-04-2021,22:43:00,Saturday
USA,04-07-2021 08:55,Mobile,Purchase,/contact,referral,31,43,13,770,913,487,955,2.54,amazon.com,04-07-2021,08:55:00,Sunday
USA,12-06-2023 19:19,Desktop,Purchase,/contact,social media,126,44,25,838,828,258,1342,3.2,amazon.com,12-06-2023,19:19:00,Monday
USA,11-02-2022 07:43,Tablet,Purchase,/contact,referral,43,48,2,94,807,74,66,2.16,amazon.com,11-02-2022,07:43:00,Friday
USA,10-05-2023 13:53,Mobile,Sign Up,/contact,direct,103,53,8,371,396,111,258,4.26,Amazon Music,10-05-2023,13:53:00,Wednesday
USA,03-07-2021 03:15,Tablet,Subscribe,/contact,referral,128,50,31,768,1587,68,876,2.54,Audible,03-07-2021,03:15:00,Saturday
USA,11-12-2020 05:30,Mobile,Subscribe,/contact,paid search,154,61,3,740,777,424,729,1.87,Amazon Prime,11-12-2020,05:30:00,Friday
Australia,03-09-2023 01:41,Mobile,Contact Form,/home,referral,170,33,28,960,345,256,250,3.45,Amazon Support,03-09-2023,01:41:00,Sunday
Australia,08-08-2021 16:36,Mobile,Contact Form,/home,direct,31,68,24,425,1531,32,476,4.11,Amazon Support,08-08-2021,16:36:00,Sunday
Australia,02-04-2020 13:11,Desktop,Download,/home,paid search,146,42,49,999,936,171,1328,4.59,Amazon Music,02-04-2020,13:11:00,Thursday
Australia,12-07-2023 07:11,Tablet,Download,/home,referral,70,43,0,579,666,19,1235,4.31,Amazon Music,12-07-2023,07:11:00,Wednesday
Australia,02-10-2023 13:51,Mobile,Sign Up,/home,social media,106,56,12,89,1396,95,1333,1.77,Amazon Music,02-10-2023,13:51:00,Monday
Australia,02-06-2023 17:48,Mobile,Subscribe,/home,paid search,55,64,44,438,527,170,597,0.98,Amazon Prime,02-06-2023,17:48:00,Friday
Canada,06-08-2021 18:23,Mobile,Download,/home,social media,178,41,39,885,1718,381,1345,5.67,Prime Video,06-08-2021,18:23:00,Friday
Canada,04-12-2021 12:25,Mobile,Download,/home,social media,140,68,23,998,1729,415,985,5.83,Prime Video,04-12-2021,12:25:00,Saturday
Canada,05-11-2022 04:22,Mobile,Sign Up,/home,paid search,115,58,42,597,1928,353,1391,2.54,Amazon.com,05-11-2022,04:22:00,Saturday
India,05-09-2022 01:47,Tablet,Purchase,/home,direct,115,27,31,466,841,280,294,1.85,amazon.com,05-09-2022,01:47:00,Monday
India,10-12-2022 11:51,Mobile,Sign Up,/home,organic search,134,53,29,449,682,322,1488,2.75,Amazon.com,10-12-2022,11:51:00,Saturday
UK,03-08-2023 09:50,Mobile,Download,/home,direct,32,43,19,334,1855,331,322,5.76,Prime Video,03-08-2023,09:50:00,Thursday
UK,02-07-2021 05:27,Desktop,Sign Up,/home,paid search,58,28,22,531,1137,254,1438,4.45,Amazon.com,02-07-2021,05:27:00,Friday
UK,09-10-2021 13:35,Mobile,Sign Up,/home,referral,135,29,21,958,1409,166,1447,1.12,Amazon.com,09-10-2021,13:35:00,Saturday
UK,01-05-2022 06:54,Desktop,Subscribe,/home,direct,94,34,32,977,779,173,591,5,Amazon Web Services (AWS),01-05-2022,06:54:00,Sunday
USA,04-11-2022 18:20,Mobile,Contact Form,/home,referral,168,59,18,721,1165,347,466,2.26,AWS Support,04-11-2022,18:20:00,Friday
USA,04-01-2020 19:02,Desktop,Purchase,/home,paid search,45,54,29,106,1920,433,92,3.39,amazon.com,04-01-2020,19:02:00,Saturday
Australia,12-12-2022 14:34,Mobile,Download,/products,referral,90,58,30,170,1262,289,149,3.92,Amazon Music,12-12-2022,14:34:00,Monday
Australia,04-11-2022 05:19,Mobile,Purchase,/products,direct,77,51,13,187,861,344,1434,3.38,amazon.com,04-11-2022,05:19:00,Friday
Australia,05-11-2021 01:01,Desktop,Purchase,/products,organic search,161,66,5,873,1952,130,457,4.58,amazon.com,05-11-2021,01:01:00,Friday
Australia,07-09-2023 15:54,Desktop,Sign Up,/products,direct,136,25,15,406,875,218,1333,1.87,Amazon Music,07-09-2023,15:54:00,Thursday
Australia,12-02-2021 16:56,Mobile,Subscribe,/products,social media,111,32,49,400,1946,11,327,2.79,Audible,12-02-2021,16:56:00,Friday
Canada,10-11-2021 13:09,Mobile,Contact Form,/products,direct,147,66,45,873,857,376,587,1.37,AWS Support,10-11-2021,13:09:00,Wednesday
Canada,01-01-2020 11:32,Desktop,Download,/products,direct,133,62,39,89,606,459,1261,5.81,Prime Video,01-01-2020,11:32:00,Wednesday
Canada,02-03-2023 06:58,Desktop,Sign Up,/products,direct,96,64,2,769,730,389,379,2.27,Amazon.com,02-03-2023,06:58:00,Thursday
Canada,05-02-2022 07:23,Mobile,Subscribe,/products,social media,128,28,30,176,1532,446,1430,5.92,Audible,05-02-2022,07:23:00,Saturday
Canada,07-01-2021 11:28,Mobile,Subscribe,/products,referral,142,32,17,437,311,26,1072,3.47,Amazon Web Services (AWS),07-01-2021,11:28:00,Thursday
Canada,07-07-2022 06:33,Desktop,Subscribe,/products,paid search,102,68,0,146,1503,171,325,1.08,Amazon Prime,07-07-2022,06:33:00,Thursday
India,11-04-2023 22:40,Mobile,Contact Form,/products,social media,48,60,22,125,732,32,249,4.19,Amazon Support,11-04-2023,22:40:00,Tuesday
India,03-06-2022 20:32,Desktop,Purchase,/products,social media,145,68,40,828,1919,73,352,2.59,amazon.com,03-06-2022,20:32:00,Friday
India,11-01-2021 19:00,Desktop,Sign Up,/products,direct,161,54,37,211,779,163,1349,4.81,Amazon.com,11-01-2021,19:00:00,Monday
India,01-02-2022 09:27,Desktop,Subscribe,/products,organic search,52,67,40,718,133,264,206,2.61,Amazon Web Services (AWS),01-02-2022,09:27:00,Tuesday
UK,01-02-2021 02:22,Desktop,Contact Form,/products,social media,96,44,25,877,148,61,1228,4.47,AWS Support,01-02-2021,02:22:00,Monday
USA,05-01-2023 02:28,Mobile,Contact Form,/products,social media,138,49,9,381,412,249,757,4.4,Amazon Help,05-01-2023,02:28:00,Thursday
USA,08-08-2022 15:03,Mobile,Purchase,/products,direct,143,30,22,329,1670,131,212,1.71,amazon.com,08-08-2022,15:03:00,Monday
USA,09-08-2023 14:42,Mobile,Purchase,/products,referral,172,64,42,540,115,131,1463,2.37,amazon.com,09-08-2023,14:42:00,Wednesday
USA,03-01-2022 19:17,Mobile,Sign Up,/products,social media,93,62,46,342,537,69,782,3.06,Amazon Prime,03-01-2022,19:17:00,Monday
Australia,11-08-2021 07:36,Mobile,Download,/about,social media,93,58,44,205,446,348,102,2.73,Prime Video,11-08-2021,07:36:00,Wednesday
Australia,02-10-2022 00:45,Mobile,Subscribe,/about,social media,132,66,42,699,819,131,1332,3.86,Amazon Web Services (AWS),02-10-2022,00:45:00,Sunday
Canada,08-09-2021 14:31,Mobile,Purchase,/about,direct,126,57,48,392,1325,409,1397,5.29,amazon.com,08-09-2021,14:31:00,Wednesday
India,06-09-2020 01:28,Mobile,Contact Form,/about,paid search,83,34,28,626,568,122,1180,4.65,Amazon Help,06-09-2020,01:28:00,Sunday
India,03-02-2023 22:47,Desktop,Contact Form,/about,paid search,161,37,43,770,120,60,1355,0.95,Amazon Support,03-02-2023,22:47:00,Friday
India,12-04-2022 22:34,Mobile,Download,/about,referral,57,42,35,267,514,272,1492,1.02,Prime Video,12-04-2022,22:34:00,Tuesday
India,11-08-2023 17:17,Tablet,Sign Up,/about,referral,118,51,24,784,833,285,718,3.91,Amazon Music,11-08-2023,17:17:00,Friday
India,06-05-2021 06:24,Desktop,Subscribe,/about,social media,168,43,36,40,1883,72,378,4.92,Audible,06-05-2021,06:24:00,Thursday
UK,02-11-2021 06:23,Mobile,Download,/about,organic search,76,55,41,11,1847,489,1159,1.09,Amazon Music,02-11-2021,06:23:00,Tuesday
UK,07-08-2022 06:03,Mobile,Purchase,/about,paid search,77,25,1,149,1469,9,1316,5.87,amazon.com,07-08-2022,06:03:00,Sunday
UK,03-09-2023 05:09,Mobile,Purchase,/about,paid search,139,60,9,664,720,280,969,5.33,amazon.com,03-09-2023,05:09:00,Sunday
UK,03-05-2021 14:07,Mobile,Sign Up,/about,organic search,161,42,20,915,388,99,1226,5.47,Amazon Prime,03-05-2021,14:07:00,Monday
UK,05-09-2022 08:28,Mobile,Subscribe,/about,social media,30,29,26,185,284,485,572,1.16,Amazon Prime,05-09-2022,08:28:00,Monday
USA,09-09-2023 08:16,Desktop,Sign Up,/about,direct,89,20,7,472,1419,69,591,3.81,Amazon Music,09-09-2023,08:16:00,Saturday
USA,09-11-2021 03:23,Desktop,Sign Up,/about,social media,36,43,46,761,1542,120,598,2.42,Amazon.com,09-11-2021,03:23:00,Tuesday
USA,02-08-2020 06:12,Mobile,Sign Up,/about,organic search,115,66,1,814,807,235,773,3.39,Amazon Prime,02-08-2020,06:12:00,Sunday
USA,08-07-2023 16:06,Mobile,Subscribe,/about,social media,85,21,42,926,1329,390,1365,2.74,Amazon Web Services (AWS),08-07-2023,16:06:00,Saturday
USA,07-01-2022 22:49,Mobile,Subscribe,/about,organic search,69,66,31,536,1387,364,1192,2.57,Audible,07-01-2022,22:49:00,Friday
Australia,10-06-2020 01:50,Mobile,Download,/blog,referral,128,32,42,66,1313,98,392,5.04,Amazon Music,10-06-2020,01:50:00,Wednesday
Australia,08-05-2022 08:32,Mobile,Purchase,/blog,social media,110,37,39,649,179,145,1030,2.19,amazon.com,08-05-2022,08:32:00,Sunday
Australia,09-08-2021 22:30,Desktop,Purchase,/blog,referral,64,45,30,229,393,307,982,2.2,amazon.com,09-08-2021,22:30:00,Monday
Australia,05-11-2020 07:22,Mobile,Sign Up,/blog,referral,41,59,43,596,1783,68,180,4.48,Amazon Prime,05-11-2020,07:22:00,Thursday
Australia,09-05-2021 00:58,Desktop,Subscribe,/blog,organic search,166,36,15,649,260,322,819,5.28,Amazon Prime,09-05-2021,00:58:00,Sunday
Australia,07-03-2022 17:02,Mobile,Subscribe,/blog,paid search,104,61,32,828,1203,174,581,5.27,Amazon Web Services (AWS),07-03-2022,17:02:00,Monday
Canada,07-10-2021 07:26,Mobile,Purchase,/blog,referral,105,53,17,203,1412,304,744,2.95,amazon.com,07-10-2021,07:26:00,Thursday
Canada,09-10-2021 19:04,Mobile,Purchase,/blog,direct,146,59,10,173,207,121,716,1.95,amazon.com,09-10-2021,19:04:00,Saturday
Canada,03-05-2020 15:21,Mobile,Sign Up,/blog,organic search,157,48,22,376,1740,324,967,1.79,Amazon Music,03-05-2020,15:21:00,Sunday
Canada,06-10-2021 03:02,Mobile,Subscribe,/blog,organic search,68,28,46,577,1562,10,1022,5.02,Amazon Web Services (AWS),06-10-2021,03:02:00,Wednesday
India,08-03-2021 02:44,Mobile,Download,/blog,social media,46,34,32,108,1971,248,149,2.59,Prime Video,08-03-2021,02:44:00,Monday
India,02-12-2020 09:17,Mobile,Purchase,/blog,paid search,136,68,1,799,100,489,616,1.66,amazon.com,02-12-2020,09:17:00,Wednesday
India,02-04-2023 16:41,Mobile,Sign Up,/blog,organic search,128,60,14,556,1123,314,684,4.58,Amazon Music,02-04-2023,16:41:00,Sunday
UK,02-07-2021 10:10,Mobile,Download,/blog,social media,70,23,11,67,1602,87,1140,2.67,Prime Video,02-07-2021,10:10:00,Friday
UK,07-04-2023 00:50,Mobile,Sign Up,/blog,social media,147,62,13,848,1858,117,1158,2.63,Amazon Music,07-04-2023,00:50:00,Friday
USA,05-05-2020 05:55,Tablet,Contact Form,/blog,paid search,119,24,1,944,1003,475,330,1.69,Amazon Support,05-05-2020,05:55:00,Tuesday
USA,07-04-2023 11:38,Mobile,Purchase,/blog,direct,153,24,10,824,763,125,583,1.78,amazon.com,07-04-2023,11:38:00,Friday
Australia,09-06-2021 06:47,Tablet,Contact Form,/contact,direct,102,32,7,968,1917,413,740,1.6,AWS Support,09-06-2021,06:47:00,Wednesday
Australia,08-06-2023 02:00,Mobile,Contact Form,/contact,paid search,49,63,38,637,857,124,891,2.21,Amazon Help,08-06-2023,02:00:00,Thursday
Australia,01-08-2020 18:47,Mobile,Subscribe,/contact,direct,64,31,20,445,676,499,143,5.72,Amazon Web Services (AWS),01-08-2020,18:47:00,Saturday
Canada,12-11-2021 02:40,Desktop,Download,/contact,paid search,83,22,28,290,584,311,109,3.13,Prime Video,12-11-2021,02:40:00,Friday
Canada,12-09-2022 07:09,Desktop,Sign Up,/contact,direct,134,51,1,286,1661,228,60,1.08,Amazon Prime,12-09-2022,07:09:00,Monday
India,02-07-2023 17:56,Desktop,Contact Form,/contact,referral,179,21,22,348,851,183,394,3.16,AWS Support,02-07-2023,17:56:00,Sunday
India,08-04-2023 20:51,Mobile,Contact Form,/contact,social media,167,49,1,467,1987,31,1147,5.03,AWS Support,08-04-2023,20:51:00,Saturday
India,10-11-2020 16:36,Mobile,Download,/contact,referral,81,32,32,759,477,416,1432,2.79,Amazon Music,10-11-2020,16:36:00,Tuesday
India,12-03-2022 12:09,Mobile,Download,/contact,direct,179,39,1,374,1031,237,175,4.79,Prime Video,12-03-2022,12:09:00,Saturday
India,08-03-2023 22:29,Mobile,Purchase,/contact,paid search,172,20,43,537,380,196,385,2.06,amazon.com,08-03-2023,22:29:00,Wednesday
India,05-07-2020 04:03,Mobile,Subscribe,/contact,direct,119,65,9,273,599,300,435,1.78,Amazon Prime,05-07-2020,04:03:00,Sunday
UK,08-04-2021 02:53,Mobile,Download,/contact,organic search,125,29,23,477,1091,223,497,4.52,Prime Video,08-04-2021,02:53:00,Thursday
UK,09-07-2020 03:17,Desktop,Download,/contact,social media,147,60,44,414,205,382,1449,4.26,Prime Video,09-07-2020,03:17:00,Thursday
UK,05-05-2023 01:00,Desktop,Sign Up,/contact,paid search,90,23,4,261,844,419,1276,4.51,Amazon Music,05-05-2023,01:00:00,Friday
USA,01-07-2021 10:29,Mobile,Contact Form,/contact,paid search,109,37,5,166,1526,308,756,3.4,AWS Support,01-07-2021,10:29:00,Thursday
USA,10-11-2021 02:06,Mobile,Download,/contact,referral,169,34,42,395,1352,328,248,4.36,Amazon Music,10-11-2021,02:06:00,Wednesday
USA,11-09-2022 20:28,Mobile,Download,/contact,direct,87,39,42,802,250,499,1136,1.34,Prime Video,11-09-2022,20:28:00,Sunday
USA,02-08-2023 13:00,Tablet,Sign Up,/contact,paid search,160,41,29,252,1847,5,934,3.28,Amazon Music,02-08-2023,13:00:00,Wednesday
USA,04-09-2023 00:49,Mobile,Subscribe,/contact,paid search,137,28,16,639,1138,163,213,4.14,Audible,04-09-2023,00:49:00,Monday
USA,11-07-2023 14:24,Mobile,Subscribe,/contact,direct,87,69,19,866,535,183,893,4.03,Amazon Web Services (AWS),11-07-2023,14:24:00,Tuesday
Australia,01-12-2021 18:25,Mobile,Contact Form,/home,direct,126,27,16,262,269,281,1463,1.19,AWS Support,01-12-2021,18:25:00,Wednesday
Australia,05-06-2022 11:57,Mobile,Purchase,/home,direct,149,53,5,114,1029,66,468,2.52,amazon.com,05-06-2022,11:57:00,Sunday
